Species,ClusterID,Percentage
black tailed deer,21,20.0
black tailed deer,22,20.0
black tailed deer,56,20.0
black tailed deer,250,20.0
black tailed deer,311,20.0
buffalo,1,0.46875
buffalo,2,0.46875
buffalo,4,2.96875
buffalo,5,0.3125
buffalo,6,0.15625
buffalo,7,1.875
buffalo,8,0.46875
buffalo,9,2.65625
buffalo,11,0.3125
buffalo,12,0.15625
buffalo,13,0.46875
buffalo,14,0.15625
buffalo,15,0.15625
buffalo,17,4.21875
buffalo,18,0.3125
buffalo,21,0.46875
buffalo,22,0.15625
buffalo,23,0.15625
buffalo,24,0.15625
buffalo,25,1.25
buffalo,27,0.3125
buffalo,29,0.15625
buffalo,30,0.46875
buffalo,32,0.3125
buffalo,34,0.78125
buffalo,35,0.78125
buffalo,37,0.9375
buffalo,38,0.625
buffalo,39,0.46875
buffalo,42,0.15625
buffalo,43,2.8125
buffalo,46,0.15625
buffalo,47,0.3125
buffalo,49,2.34375
buffalo,51,0.9375
buffalo,52,0.3125
buffalo,53,0.78125
buffalo,56,2.8125
buffalo,58,0.3125
buffalo,59,0.3125
buffalo,60,0.625
buffalo,62,0.3125
buffalo,63,0.3125
buffalo,64,0.15625
buffalo,65,0.15625
buffalo,66,0.3125
buffalo,67,0.46875
buffalo,68,0.3125
buffalo,69,0.15625
buffalo,70,0.625
buffalo,71,0.3125
buffalo,72,0.15625
buffalo,74,0.15625
buffalo,75,0.3125
buffalo,76,0.46875
buffalo,77,0.15625
buffalo,78,0.15625
buffalo,79,0.3125
buffalo,80,0.15625
buffalo,81,0.15625
buffalo,82,0.15625
buffalo,83,0.15625
buffalo,86,4.84375
buffalo,87,1.25
buffalo,90,0.15625
buffalo,91,0.3125
buffalo,92,0.3125
buffalo,95,1.09375
buffalo,100,0.15625
buffalo,101,0.15625
buffalo,102,3.125
buffalo,104,0.3125
buffalo,105,0.625
buffalo,106,0.15625
buffalo,109,0.3125
buffalo,110,0.3125
buffalo,111,0.15625
buffalo,112,0.15625
buffalo,114,0.15625
buffalo,115,0.3125
buffalo,117,0.15625
buffalo,121,0.15625
buffalo,128,0.3125
buffalo,130,0.3125
buffalo,138,0.3125
buffalo,139,0.15625
buffalo,140,0.15625
buffalo,144,0.15625
buffalo,145,0.15625
buffalo,146,0.3125
buffalo,147,0.3125
buffalo,148,0.46875
buffalo,149,0.46875
buffalo,150,0.3125
buffalo,152,0.46875
buffalo,155,0.3125
buffalo,156,0.15625
buffalo,159,0.15625
buffalo,160,0.46875
buffalo,161,0.46875
buffalo,166,0.15625
buffalo,168,0.46875
buffalo,174,0.3125
buffalo,175,6.71875
buffalo,176,0.15625
buffalo,178,0.15625
buffalo,179,0.15625
buffalo,184,0.3125
buffalo,185,4.0625
buffalo,188,0.625
buffalo,190,0.15625
buffalo,192,0.15625
buffalo,193,0.46875
buffalo,194,0.15625
buffalo,195,0.625
buffalo,196,0.3125
buffalo,199,0.15625
buffalo,201,0.15625
buffalo,206,0.15625
buffalo,207,0.15625
buffalo,210,0.15625
buffalo,213,0.15625
buffalo,220,0.15625
buffalo,221,0.15625
buffalo,222,0.3125
buffalo,230,0.15625
buffalo,232,0.15625
buffalo,233,0.15625
buffalo,236,0.15625
buffalo,239,0.15625
buffalo,242,0.15625
buffalo,245,0.15625
buffalo,248,0.15625
buffalo,251,0.15625
buffalo,254,0.15625
buffalo,256,0.15625
buffalo,257,0.625
buffalo,261,0.46875
buffalo,266,3.125
buffalo,268,1.875
buffalo,271,0.15625
buffalo,276,0.15625
buffalo,282,0.15625
buffalo,283,0.15625
buffalo,289,0.15625
buffalo,291,0.15625
buffalo,293,0.15625
buffalo,294,0.15625
buffalo,299,0.15625
buffalo,300,0.15625
buffalo,301,0.15625
buffalo,304,0.15625
buffalo,307,0.46875
buffalo,309,0.3125
buffalo,311,0.15625
buffalo,312,2.96875
buffalo,315,0.15625
buffalo,316,1.7187500000000002
buffalo,321,0.3125
buffalo,322,0.15625
buffalo,324,0.15625
buffalo,328,0.15625
buffalo,331,0.15625
buffalo,343,0.15625
buffalo,346,0.46875
buffalo,355,0.15625
buffalo,359,0.15625
buffalo,361,0.15625
buffalo,364,0.15625
buffalo,365,0.15625
buffalo,370,0.15625
buffalo,372,0.15625
buffalo,374,0.15625
buffalo,378,0.15625
buffalo,380,0.15625
buffalo,381,0.15625
buffalo,382,0.15625
buffalo,386,0.15625
buffalo,390,0.15625
buffalo,391,0.15625
buffalo,392,0.15625
buffalo,394,1.09375
buffalo,398,0.15625
buffalo,402,0.15625
buffalo,403,0.15625
buffalo,406,0.15625
buffalo,411,0.15625
buffalo,413,0.78125
buffalo,415,0.15625
buffalo,416,0.15625
buffalo,418,0.15625
buffalo,419,0.15625
buffalo,422,0.78125
buffalo,427,0.15625
buffalo,430,0.46875
cat,1,0.5555555555555556
cat,2,0.5555555555555556
cat,3,0.5555555555555556
cat,4,6.111111111111111
cat,5,1.1111111111111112
cat,7,2.2222222222222223
cat,9,2.7777777777777777
cat,12,0.5555555555555556
cat,17,3.888888888888889
cat,18,0.5555555555555556
cat,19,0.5555555555555556
cat,21,1.1111111111111112
cat,22,0.5555555555555556
cat,24,1.1111111111111112
cat,27,2.2222222222222223
cat,35,0.5555555555555556
cat,36,1.1111111111111112
cat,41,0.5555555555555556
cat,43,0.5555555555555556
cat,45,0.5555555555555556
cat,49,1.1111111111111112
cat,51,1.1111111111111112
cat,55,0.5555555555555556
cat,56,2.2222222222222223
cat,60,1.1111111111111112
cat,62,0.5555555555555556
cat,69,0.5555555555555556
cat,78,1.1111111111111112
cat,79,1.1111111111111112
cat,83,0.5555555555555556
cat,84,0.5555555555555556
cat,86,2.2222222222222223
cat,87,1.6666666666666667
cat,90,0.5555555555555556
cat,95,2.7777777777777777
cat,98,0.5555555555555556
cat,102,0.5555555555555556
cat,103,0.5555555555555556
cat,105,2.2222222222222223
cat,108,0.5555555555555556
cat,112,0.5555555555555556
cat,129,1.1111111111111112
cat,142,0.5555555555555556
cat,145,0.5555555555555556
cat,152,1.1111111111111112
cat,153,0.5555555555555556
cat,157,0.5555555555555556
cat,168,0.5555555555555556
cat,171,0.5555555555555556
cat,175,3.888888888888889
cat,176,0.5555555555555556
cat,185,6.111111111111111
cat,196,0.5555555555555556
cat,202,0.5555555555555556
cat,210,0.5555555555555556
cat,213,0.5555555555555556
cat,223,0.5555555555555556
cat,236,1.1111111111111112
cat,257,0.5555555555555556
cat,264,0.5555555555555556
cat,265,0.5555555555555556
cat,266,0.5555555555555556
cat,268,6.111111111111111
cat,269,0.5555555555555556
cat,270,0.5555555555555556
cat,281,0.5555555555555556
cat,293,0.5555555555555556
cat,297,0.5555555555555556
cat,306,0.5555555555555556
cat,307,0.5555555555555556
cat,312,3.3333333333333335
cat,314,0.5555555555555556
cat,320,0.5555555555555556
cat,334,0.5555555555555556
cat,336,0.5555555555555556
cat,337,0.5555555555555556
cat,338,0.5555555555555556
cat,339,0.5555555555555556
cat,340,0.5555555555555556
cat,352,0.5555555555555556
cat,355,0.5555555555555556
cat,367,0.5555555555555556
cat,375,0.5555555555555556
cat,377,0.5555555555555556
cat,397,0.5555555555555556
cat,403,1.6666666666666667
cat,404,0.5555555555555556
cat,409,0.5555555555555556
cat,410,0.5555555555555556
cat,422,0.5555555555555556
cat,423,0.5555555555555556
cat,425,0.5555555555555556
cat,433,0.5555555555555556
cat,437,0.5555555555555556
cattle,0,0.8
cattle,2,0.8
cattle,4,4.0
cattle,7,4.0
cattle,9,3.2
cattle,16,1.6
cattle,17,5.6000000000000005
cattle,20,0.8
cattle,21,2.4
cattle,25,1.6
cattle,26,0.8
cattle,27,1.6
cattle,31,2.4
cattle,40,0.8
cattle,43,3.2
cattle,50,0.8
cattle,51,1.6
cattle,62,0.8
cattle,67,0.8
cattle,70,0.8
cattle,71,0.8
cattle,72,0.8
cattle,73,0.8
cattle,76,0.8
cattle,86,1.6
cattle,93,0.8
cattle,95,3.2
cattle,97,2.4
cattle,102,2.4
cattle,108,0.8
cattle,113,0.8
cattle,120,0.8
cattle,135,1.6
cattle,136,0.8
cattle,145,0.8
cattle,148,0.8
cattle,168,0.8
cattle,169,0.8
cattle,175,12.0
cattle,183,0.8
cattle,185,3.2
cattle,196,1.6
cattle,210,0.8
cattle,213,0.8
cattle,218,0.8
cattle,246,0.8
cattle,252,0.8
cattle,262,0.8
cattle,266,1.6
cattle,277,0.8
cattle,285,0.8
cattle,292,0.8
cattle,325,0.8
cattle,342,0.8
cattle,349,0.8
cattle,351,0.8
cattle,357,0.8
cattle,360,0.8
cattle,389,0.8
cattle,390,0.8
cattle,408,0.8
cattle,409,0.8
cattle,413,1.6
cattle,414,0.8
cattle,417,0.8
cattle,422,0.8
cattle,431,0.8
cattle,438,0.8
chicken,2,1.5384615384615385
chicken,4,7.6923076923076925
chicken,7,4.615384615384616
chicken,9,3.076923076923077
chicken,13,3.076923076923077
chicken,17,15.384615384615385
chicken,18,1.5384615384615385
chicken,24,1.5384615384615385
chicken,34,3.076923076923077
chicken,35,3.076923076923077
chicken,37,1.5384615384615385
chicken,42,1.5384615384615385
chicken,43,3.076923076923077
chicken,47,1.5384615384615385
chicken,49,1.5384615384615385
chicken,51,1.5384615384615385
chicken,53,1.5384615384615385
chicken,56,3.076923076923077
chicken,86,1.5384615384615385
chicken,92,3.076923076923077
chicken,95,1.5384615384615385
chicken,102,4.615384615384616
chicken,104,4.615384615384616
chicken,160,1.5384615384615385
chicken,184,1.5384615384615385
chicken,185,4.615384615384616
chicken,195,4.615384615384616
chicken,222,1.5384615384615385
chicken,266,4.615384615384616
chicken,328,1.5384615384615385
chicken,387,1.5384615384615385
chicken,418,1.5384615384615385
chicken,422,1.5384615384615385
deer,4,2.307692307692308
deer,6,0.7692307692307693
deer,7,1.5384615384615385
deer,9,0.7692307692307693
deer,15,2.307692307692308
deer,17,1.5384615384615385
deer,21,3.8461538461538463
deer,22,0.7692307692307693
deer,25,3.076923076923077
deer,38,2.307692307692308
deer,43,3.076923076923077
deer,48,3.076923076923077
deer,51,1.5384615384615385
deer,54,1.5384615384615385
deer,56,4.615384615384616
deer,67,3.076923076923077
deer,70,1.5384615384615385
deer,71,1.5384615384615385
deer,75,0.7692307692307693
deer,84,1.5384615384615385
deer,86,0.7692307692307693
deer,91,0.7692307692307693
deer,95,0.7692307692307693
deer,99,0.7692307692307693
deer,102,1.5384615384615385
deer,105,0.7692307692307693
deer,113,3.076923076923077
deer,128,0.7692307692307693
deer,138,1.5384615384615385
deer,141,2.307692307692308
deer,149,0.7692307692307693
deer,175,5.384615384615385
deer,185,3.076923076923077
deer,196,3.076923076923077
deer,250,2.307692307692308
deer,253,0.7692307692307693
deer,255,0.7692307692307693
deer,260,0.7692307692307693
deer,261,0.7692307692307693
deer,268,2.307692307692308
deer,273,0.7692307692307693
deer,284,0.7692307692307693
deer,293,0.7692307692307693
deer,311,3.076923076923077
deer,317,0.7692307692307693
deer,318,0.7692307692307693
deer,330,2.307692307692308
deer,355,0.7692307692307693
deer,385,1.5384615384615385
deer,390,1.5384615384615385
deer,394,3.076923076923077
deer,413,2.307692307692308
deer,414,3.8461538461538463
deer,421,0.7692307692307693
deer,422,2.307692307692308
dog,1,1.1428571428571428
dog,2,0.5714285714285714
dog,4,5.142857142857142
dog,5,1.1428571428571428
dog,7,2.857142857142857
dog,9,1.7142857142857144
dog,17,6.857142857142858
dog,25,0.5714285714285714
dog,31,0.5714285714285714
dog,32,0.5714285714285714
dog,35,1.7142857142857144
dog,38,0.5714285714285714
dog,39,1.7142857142857144
dog,41,1.1428571428571428
dog,43,1.1428571428571428
dog,46,0.5714285714285714
dog,48,0.5714285714285714
dog,49,1.7142857142857144
dog,51,2.2857142857142856
dog,56,1.1428571428571428
dog,59,0.5714285714285714
dog,60,0.5714285714285714
dog,62,0.5714285714285714
dog,68,0.5714285714285714
dog,71,0.5714285714285714
dog,77,0.5714285714285714
dog,79,0.5714285714285714
dog,80,0.5714285714285714
dog,82,0.5714285714285714
dog,86,5.714285714285714
dog,90,0.5714285714285714
dog,95,1.7142857142857144
dog,100,0.5714285714285714
dog,101,0.5714285714285714
dog,102,2.2857142857142856
dog,110,0.5714285714285714
dog,111,0.5714285714285714
dog,112,0.5714285714285714
dog,130,0.5714285714285714
dog,138,0.5714285714285714
dog,140,1.1428571428571428
dog,141,0.5714285714285714
dog,143,0.5714285714285714
dog,145,0.5714285714285714
dog,149,0.5714285714285714
dog,152,0.5714285714285714
dog,153,0.5714285714285714
dog,157,0.5714285714285714
dog,172,0.5714285714285714
dog,175,9.142857142857142
dog,184,0.5714285714285714
dog,185,4.571428571428571
dog,213,0.5714285714285714
dog,217,0.5714285714285714
dog,230,0.5714285714285714
dog,236,0.5714285714285714
dog,257,1.1428571428571428
dog,268,4.571428571428571
dog,271,0.5714285714285714
dog,272,0.5714285714285714
dog,289,0.5714285714285714
dog,304,0.5714285714285714
dog,312,5.714285714285714
dog,324,0.5714285714285714
dog,330,0.5714285714285714
dog,346,1.7142857142857144
dog,368,0.5714285714285714
dog,370,0.5714285714285714
dog,378,0.5714285714285714
dog,386,0.5714285714285714
dog,394,2.2857142857142856
dog,403,0.5714285714285714
dog,411,0.5714285714285714
dog,413,0.5714285714285714
dog,418,0.5714285714285714
dog,419,0.5714285714285714
dog,422,0.5714285714285714
donkey,1,1.2121212121212122
donkey,2,2.4242424242424243
donkey,4,7.2727272727272725
donkey,5,1.2121212121212122
donkey,7,0.6060606060606061
donkey,9,1.8181818181818181
donkey,10,0.6060606060606061
donkey,12,0.6060606060606061
donkey,14,3.6363636363636362
donkey,17,0.6060606060606061
donkey,19,0.6060606060606061
donkey,22,1.2121212121212122
donkey,25,2.4242424242424243
donkey,26,0.6060606060606061
donkey,27,0.6060606060606061
donkey,34,0.6060606060606061
donkey,35,1.2121212121212122
donkey,42,2.4242424242424243
donkey,43,2.4242424242424243
donkey,44,1.2121212121212122
donkey,46,1.2121212121212122
donkey,49,1.2121212121212122
donkey,54,0.6060606060606061
donkey,58,0.6060606060606061
donkey,65,0.6060606060606061
donkey,67,1.8181818181818181
donkey,70,1.2121212121212122
donkey,72,0.6060606060606061
donkey,76,0.6060606060606061
donkey,85,0.6060606060606061
donkey,86,4.242424242424243
donkey,88,0.6060606060606061
donkey,94,1.2121212121212122
donkey,98,0.6060606060606061
donkey,99,0.6060606060606061
donkey,100,1.2121212121212122
donkey,102,1.2121212121212122
donkey,104,0.6060606060606061
donkey,107,3.6363636363636362
donkey,122,0.6060606060606061
donkey,134,1.2121212121212122
donkey,138,0.6060606060606061
donkey,140,0.6060606060606061
donkey,152,1.2121212121212122
donkey,153,0.6060606060606061
donkey,155,1.2121212121212122
donkey,161,0.6060606060606061
donkey,163,0.6060606060606061
donkey,164,0.6060606060606061
donkey,169,0.6060606060606061
donkey,172,0.6060606060606061
donkey,175,1.8181818181818181
donkey,182,0.6060606060606061
donkey,185,3.6363636363636362
donkey,188,0.6060606060606061
donkey,206,1.2121212121212122
donkey,212,0.6060606060606061
donkey,214,1.2121212121212122
donkey,224,0.6060606060606061
donkey,225,1.2121212121212122
donkey,243,0.6060606060606061
donkey,244,0.6060606060606061
donkey,266,1.2121212121212122
donkey,268,1.2121212121212122
donkey,278,0.6060606060606061
donkey,293,0.6060606060606061
donkey,294,1.8181818181818181
donkey,299,0.6060606060606061
donkey,302,0.6060606060606061
donkey,312,1.8181818181818181
donkey,313,0.6060606060606061
donkey,317,1.2121212121212122
donkey,319,0.6060606060606061
donkey,320,0.6060606060606061
donkey,329,0.6060606060606061
donkey,333,0.6060606060606061
donkey,346,0.6060606060606061
donkey,354,0.6060606060606061
donkey,363,0.6060606060606061
donkey,371,0.6060606060606061
donkey,385,0.6060606060606061
donkey,394,1.2121212121212122
donkey,405,0.6060606060606061
donkey,413,1.2121212121212122
donkey,414,0.6060606060606061
donkey,426,1.2121212121212122
donkey,429,0.6060606060606061
donkey,434,0.6060606060606061
duck,1,1.4035087719298245
duck,2,1.7543859649122806
duck,4,7.368421052631578
duck,5,1.0526315789473684
duck,7,2.456140350877193
duck,9,2.456140350877193
duck,14,0.3508771929824561
duck,17,5.263157894736842
duck,18,0.3508771929824561
duck,19,0.3508771929824561
duck,21,0.3508771929824561
duck,24,0.7017543859649122
duck,25,0.7017543859649122
duck,27,1.4035087719298245
duck,31,0.3508771929824561
duck,32,0.3508771929824561
duck,35,1.4035087719298245
duck,36,0.7017543859649122
duck,38,0.3508771929824561
duck,39,1.0526315789473684
duck,41,1.0526315789473684
duck,43,1.0526315789473684
duck,44,0.3508771929824561
duck,46,0.3508771929824561
duck,49,1.0526315789473684
duck,51,1.7543859649122806
duck,55,0.3508771929824561
duck,56,1.4035087719298245
duck,59,0.3508771929824561
duck,60,1.4035087719298245
duck,62,0.7017543859649122
duck,65,0.3508771929824561
duck,68,0.3508771929824561
duck,69,0.3508771929824561
duck,70,0.3508771929824561
duck,71,0.3508771929824561
duck,77,0.3508771929824561
duck,78,0.3508771929824561
duck,79,0.7017543859649122
duck,80,0.3508771929824561
duck,82,0.3508771929824561
duck,86,4.2105263157894735
duck,87,0.3508771929824561
duck,90,0.3508771929824561
duck,94,0.3508771929824561
duck,95,1.7543859649122806
duck,99,0.3508771929824561
duck,100,0.3508771929824561
duck,101,0.3508771929824561
duck,102,1.7543859649122806
duck,105,0.3508771929824561
duck,107,0.3508771929824561
duck,110,0.3508771929824561
duck,111,0.3508771929824561
duck,112,0.3508771929824561
duck,122,0.3508771929824561
duck,130,0.3508771929824561
duck,138,0.3508771929824561
duck,140,0.7017543859649122
duck,142,0.3508771929824561
duck,143,0.3508771929824561
duck,145,0.3508771929824561
duck,149,0.3508771929824561
duck,152,0.7017543859649122
duck,153,0.3508771929824561
duck,155,0.3508771929824561
duck,157,0.3508771929824561
duck,172,0.3508771929824561
duck,175,6.666666666666667
duck,184,0.3508771929824561
duck,185,4.912280701754386
duck,196,0.3508771929824561
duck,206,0.3508771929824561
duck,213,0.7017543859649122
duck,214,0.3508771929824561
duck,217,0.3508771929824561
duck,230,0.3508771929824561
duck,236,0.7017543859649122
duck,257,1.0526315789473684
duck,264,0.3508771929824561
duck,266,0.3508771929824561
duck,268,4.56140350877193
duck,271,0.3508771929824561
duck,272,0.3508771929824561
duck,278,0.3508771929824561
duck,281,0.3508771929824561
duck,289,0.3508771929824561
duck,294,0.3508771929824561
duck,304,0.3508771929824561
duck,307,0.3508771929824561
duck,312,4.2105263157894735
duck,324,0.3508771929824561
duck,334,0.3508771929824561
duck,337,0.3508771929824561
duck,346,1.0526315789473684
duck,355,0.3508771929824561
duck,363,0.3508771929824561
duck,368,0.3508771929824561
duck,370,0.3508771929824561
duck,378,0.3508771929824561
duck,386,0.3508771929824561
duck,390,0.3508771929824561
duck,394,1.0526315789473684
duck,403,0.3508771929824561
duck,404,0.3508771929824561
duck,409,0.3508771929824561
duck,411,0.3508771929824561
duck,413,0.7017543859649122
duck,414,0.3508771929824561
duck,418,0.3508771929824561
duck,419,0.3508771929824561
duck,422,0.3508771929824561
duck,423,0.3508771929824561
duck,425,0.3508771929824561
duck,433,0.3508771929824561
duck,434,0.3508771929824561
duck,437,0.3508771929824561
elk,21,20.0
elk,22,20.0
elk,56,20.0
elk,250,20.0
elk,311,20.0
fox,4,2.5
fox,13,2.5
fox,17,5.0
fox,27,2.5
fox,38,2.5
fox,48,2.5
fox,57,2.5
fox,60,2.5
fox,87,5.0
fox,95,5.0
fox,99,2.5
fox,116,2.5
fox,127,2.5
fox,141,2.5
fox,149,2.5
fox,155,2.5
fox,166,2.5
fox,175,2.5
fox,179,2.5
fox,184,2.5
fox,185,2.5
fox,192,2.5
fox,212,5.0
fox,258,2.5
fox,268,2.5
fox,279,2.5
fox,293,2.5
fox,312,2.5
fox,320,2.5
fox,330,2.5
fox,343,2.5
fox,356,2.5
fox,394,2.5
fox,403,2.5
fox,413,5.0
goat,4,2.142857142857143
goat,7,2.857142857142857
goat,9,1.4285714285714286
goat,13,1.4285714285714286
goat,17,2.857142857142857
goat,18,2.142857142857143
goat,21,1.4285714285714286
goat,25,1.4285714285714286
goat,28,0.7142857142857143
goat,30,0.7142857142857143
goat,32,2.857142857142857
goat,34,2.142857142857143
goat,37,2.142857142857143
goat,41,1.4285714285714286
goat,43,1.4285714285714286
goat,44,0.7142857142857143
goat,51,0.7142857142857143
goat,52,0.7142857142857143
goat,53,1.4285714285714286
goat,56,1.4285714285714286
goat,63,1.4285714285714286
goat,67,0.7142857142857143
goat,71,0.7142857142857143
goat,73,0.7142857142857143
goat,75,0.7142857142857143
goat,76,2.857142857142857
goat,86,1.4285714285714286
goat,87,0.7142857142857143
goat,90,0.7142857142857143
goat,91,0.7142857142857143
goat,95,5.714285714285714
goat,97,0.7142857142857143
goat,102,1.4285714285714286
goat,105,0.7142857142857143
goat,113,0.7142857142857143
goat,115,0.7142857142857143
goat,128,0.7142857142857143
goat,133,0.7142857142857143
goat,138,0.7142857142857143
goat,139,0.7142857142857143
goat,148,1.4285714285714286
goat,151,0.7142857142857143
goat,155,0.7142857142857143
goat,158,0.7142857142857143
goat,168,0.7142857142857143
goat,170,0.7142857142857143
goat,175,10.0
goat,176,0.7142857142857143
goat,185,3.571428571428571
goat,187,0.7142857142857143
goat,196,0.7142857142857143
goat,204,0.7142857142857143
goat,206,0.7142857142857143
goat,214,0.7142857142857143
goat,215,0.7142857142857143
goat,235,0.7142857142857143
goat,236,0.7142857142857143
goat,239,0.7142857142857143
goat,261,0.7142857142857143
goat,266,3.571428571428571
goat,268,0.7142857142857143
goat,274,0.7142857142857143
goat,293,0.7142857142857143
goat,294,0.7142857142857143
goat,327,0.7142857142857143
goat,331,0.7142857142857143
goat,345,0.7142857142857143
goat,359,0.7142857142857143
goat,361,0.7142857142857143
goat,366,0.7142857142857143
goat,370,0.7142857142857143
goat,372,0.7142857142857143
goat,379,0.7142857142857143
goat,380,0.7142857142857143
goat,390,0.7142857142857143
goat,414,0.7142857142857143
goat,422,2.857142857142857
hamster,1,1.1764705882352942
hamster,3,1.1764705882352942
hamster,4,1.1764705882352942
hamster,9,3.5294117647058822
hamster,13,1.1764705882352942
hamster,17,7.0588235294117645
hamster,19,1.1764705882352942
hamster,20,1.1764705882352942
hamster,24,1.1764705882352942
hamster,25,2.3529411764705883
hamster,26,1.1764705882352942
hamster,30,1.1764705882352942
hamster,33,1.1764705882352942
hamster,35,2.3529411764705883
hamster,36,1.1764705882352942
hamster,40,1.1764705882352942
hamster,43,2.3529411764705883
hamster,51,1.1764705882352942
hamster,55,1.1764705882352942
hamster,56,2.3529411764705883
hamster,57,1.1764705882352942
hamster,58,1.1764705882352942
hamster,62,1.1764705882352942
hamster,73,1.1764705882352942
hamster,76,1.1764705882352942
hamster,80,1.1764705882352942
hamster,86,3.5294117647058822
hamster,87,1.1764705882352942
hamster,89,1.1764705882352942
hamster,90,1.1764705882352942
hamster,95,8.235294117647058
hamster,96,1.1764705882352942
hamster,102,1.1764705882352942
hamster,116,1.1764705882352942
hamster,140,1.1764705882352942
hamster,168,1.1764705882352942
hamster,175,10.588235294117647
hamster,185,4.705882352941177
hamster,206,1.1764705882352942
hamster,208,1.1764705882352942
hamster,210,1.1764705882352942
hamster,213,1.1764705882352942
hamster,219,1.1764705882352942
hamster,266,1.1764705882352942
hamster,268,1.1764705882352942
hamster,293,1.1764705882352942
hamster,312,1.1764705882352942
hamster,335,1.1764705882352942
hamster,346,1.1764705882352942
hamster,351,1.1764705882352942
hamster,359,2.3529411764705883
hamster,360,1.1764705882352942
hamster,403,1.1764705882352942
hamster,417,1.1764705882352942
horse,1,1.3333333333333335
horse,2,1.3333333333333335
horse,4,5.333333333333334
horse,13,1.3333333333333335
horse,17,2.666666666666667
horse,18,1.3333333333333335
horse,22,1.3333333333333335
horse,24,1.3333333333333335
horse,25,1.3333333333333335
horse,35,2.666666666666667
horse,36,1.3333333333333335
horse,43,8.0
horse,51,1.3333333333333335
horse,55,1.3333333333333335
horse,56,4.0
horse,58,4.0
horse,76,1.3333333333333335
horse,87,1.3333333333333335
horse,89,1.3333333333333335
horse,90,1.3333333333333335
horse,95,4.0
horse,98,1.3333333333333335
horse,100,1.3333333333333335
horse,102,1.3333333333333335
horse,116,1.3333333333333335
horse,134,1.3333333333333335
horse,140,2.666666666666667
horse,144,1.3333333333333335
horse,168,1.3333333333333335
horse,169,1.3333333333333335
horse,175,12.0
horse,185,4.0
horse,206,1.3333333333333335
horse,208,1.3333333333333335
horse,210,1.3333333333333335
horse,213,1.3333333333333335
horse,250,1.3333333333333335
horse,266,2.666666666666667
horse,288,1.3333333333333335
horse,293,1.3333333333333335
