Species,ClusterID,Percentage
horse,299,1.3333333333333335
horse,312,4.0
horse,319,1.3333333333333335
horse,346,1.3333333333333335
horse,359,1.3333333333333335
hyaena,17,20.0
hyaena,48,20.0
hyaena,141,20.0
hyaena,330,20.0
hyaena,394,20.0
lion,4,2.5
lion,7,2.5
lion,17,3.75
lion,19,1.25
lion,23,1.25
lion,29,1.25
lion,34,1.25
lion,35,2.5
lion,38,3.75
lion,41,1.25
lion,43,1.25
lion,51,1.25
lion,53,1.25
lion,56,2.5
lion,60,1.25
lion,67,1.25
lion,69,1.25
lion,80,1.25
lion,86,1.25
lion,87,1.25
lion,95,2.5
lion,103,1.25
lion,128,2.5
lion,132,3.75
lion,134,1.25
lion,140,1.25
lion,141,1.25
lion,166,1.25
lion,175,8.75
lion,185,7.5
lion,187,1.25
lion,196,1.25
lion,208,1.25
lion,217,1.25
lion,231,1.25
lion,259,1.25
lion,266,2.5
lion,268,5.0
lion,293,1.25
lion,312,1.25
lion,323,1.25
lion,343,1.25
lion,344,1.25
lion,359,2.5
lion,376,1.25
lion,384,1.25
lion,393,1.25
lion,403,1.25
lion,413,2.5
lion,418,1.25
lion,436,1.25
moose,15,20.0
moose,21,20.0
moose,56,20.0
moose,175,20.0
moose,250,20.0
mule,38,20.0
mule,54,20.0
mule,67,20.0
mule,185,20.0
mule,385,20.0
mule deer,21,20.0
mule deer,22,20.0
mule deer,56,20.0
mule deer,250,20.0
mule deer,311,20.0
pig,1,0.30303030303030304
pig,2,0.6060606060606061
pig,4,3.939393939393939
pig,5,0.30303030303030304
pig,7,3.0303030303030303
pig,9,1.2121212121212122
pig,12,0.30303030303030304
pig,13,0.30303030303030304
pig,17,3.6363636363636362
pig,18,0.6060606060606061
pig,19,0.30303030303030304
pig,20,0.30303030303030304
pig,25,6.0606060606060606
pig,27,0.9090909090909091
pig,28,1.5151515151515151
pig,32,0.30303030303030304
pig,33,0.30303030303030304
pig,34,0.30303030303030304
pig,35,0.6060606060606061
pig,40,0.30303030303030304
pig,43,2.4242424242424243
pig,44,0.6060606060606061
pig,45,0.9090909090909091
pig,48,0.6060606060606061
pig,49,0.6060606060606061
pig,50,0.30303030303030304
pig,51,2.4242424242424243
pig,56,1.5151515151515151
pig,58,0.30303030303030304
pig,60,0.30303030303030304
pig,61,0.9090909090909091
pig,64,0.30303030303030304
pig,66,0.30303030303030304
pig,67,1.5151515151515151
pig,72,0.9090909090909091
pig,74,0.30303030303030304
pig,77,0.30303030303030304
pig,78,0.6060606060606061
pig,84,0.30303030303030304
pig,86,1.8181818181818181
pig,87,0.6060606060606061
pig,90,0.6060606060606061
pig,91,0.30303030303030304
pig,93,0.30303030303030304
pig,95,0.30303030303030304
pig,97,0.6060606060606061
pig,98,0.30303030303030304
pig,99,0.30303030303030304
pig,101,0.30303030303030304
pig,102,0.6060606060606061
pig,105,0.6060606060606061
pig,106,0.30303030303030304
pig,109,0.9090909090909091
pig,110,0.30303030303030304
pig,118,0.30303030303030304
pig,119,0.30303030303030304
pig,120,0.30303030303030304
pig,123,0.30303030303030304
pig,124,0.30303030303030304
pig,125,0.30303030303030304
pig,126,0.30303030303030304
pig,129,0.30303030303030304
pig,131,0.30303030303030304
pig,136,0.30303030303030304
pig,137,0.30303030303030304
pig,140,0.30303030303030304
pig,141,0.30303030303030304
pig,142,0.9090909090909091
pig,148,0.30303030303030304
pig,149,0.9090909090909091
pig,153,0.30303030303030304
pig,154,0.30303030303030304
pig,155,0.30303030303030304
pig,161,0.30303030303030304
pig,168,0.30303030303030304
pig,169,0.30303030303030304
pig,170,0.6060606060606061
pig,175,6.969696969696971
pig,177,0.30303030303030304
pig,180,0.30303030303030304
pig,182,0.30303030303030304
pig,183,0.30303030303030304
pig,184,1.2121212121212122
pig,185,3.6363636363636362
pig,186,0.30303030303030304
pig,189,0.30303030303030304
pig,197,0.30303030303030304
pig,203,0.30303030303030304
pig,204,0.30303030303030304
pig,205,0.30303030303030304
pig,207,0.6060606060606061
pig,211,0.30303030303030304
pig,212,0.30303030303030304
pig,216,0.30303030303030304
pig,223,0.30303030303030304
pig,225,0.30303030303030304
pig,226,0.30303030303030304
pig,227,0.30303030303030304
pig,228,0.30303030303030304
pig,229,0.30303030303030304
pig,234,0.30303030303030304
pig,236,0.6060606060606061
pig,237,0.30303030303030304
pig,238,0.30303030303030304
pig,240,0.30303030303030304
pig,241,0.30303030303030304
pig,242,0.30303030303030304
pig,247,0.30303030303030304
pig,250,0.30303030303030304
pig,257,0.6060606060606061
pig,261,0.30303030303030304
pig,263,0.30303030303030304
pig,266,0.9090909090909091
pig,275,0.30303030303030304
pig,287,0.30303030303030304
pig,290,0.30303030303030304
pig,294,0.30303030303030304
pig,298,0.30303030303030304
pig,299,0.30303030303030304
pig,303,0.30303030303030304
pig,308,0.30303030303030304
pig,312,1.5151515151515151
pig,331,0.9090909090909091
pig,332,0.30303030303030304
pig,333,0.30303030303030304
pig,341,0.30303030303030304
pig,342,0.30303030303030304
pig,348,0.30303030303030304
pig,354,0.30303030303030304
pig,358,0.30303030303030304
pig,369,0.30303030303030304
pig,371,0.30303030303030304
pig,375,0.30303030303030304
pig,377,0.30303030303030304
pig,383,0.30303030303030304
pig,385,0.30303030303030304
pig,390,0.6060606060606061
pig,394,6.0606060606060606
pig,398,0.30303030303030304
pig,399,0.30303030303030304
pig,401,0.30303030303030304
pig,403,0.30303030303030304
pig,407,0.30303030303030304
pig,413,0.30303030303030304
pig,422,0.6060606060606061
pig,424,0.30303030303030304
pig,426,0.30303030303030304
pig,428,0.30303030303030304
pig,432,0.30303030303030304
pig,438,0.30303030303030304
rabbit,3,1.8181818181818181
rabbit,4,1.8181818181818181
rabbit,6,1.8181818181818181
rabbit,7,3.6363636363636362
rabbit,9,1.8181818181818181
rabbit,17,7.2727272727272725
rabbit,25,1.8181818181818181
rabbit,27,5.454545454545454
rabbit,34,1.8181818181818181
rabbit,37,1.8181818181818181
rabbit,39,1.8181818181818181
rabbit,41,1.8181818181818181
rabbit,43,1.8181818181818181
rabbit,45,1.8181818181818181
rabbit,49,1.8181818181818181
rabbit,63,1.8181818181818181
rabbit,77,1.8181818181818181
rabbit,79,1.8181818181818181
rabbit,87,1.8181818181818181
rabbit,95,3.6363636363636362
rabbit,102,5.454545454545454
rabbit,148,1.8181818181818181
rabbit,162,1.8181818181818181
rabbit,167,1.8181818181818181
rabbit,173,1.8181818181818181
rabbit,175,7.2727272727272725
rabbit,184,1.8181818181818181
rabbit,185,1.8181818181818181
rabbit,195,1.8181818181818181
rabbit,213,1.8181818181818181
rabbit,229,1.8181818181818181
rabbit,268,1.8181818181818181
rabbit,310,1.8181818181818181
rabbit,312,3.6363636363636362
rabbit,316,1.8181818181818181
rabbit,350,1.8181818181818181
rabbit,359,1.8181818181818181
rabbit,366,1.8181818181818181
rabbit,400,1.8181818181818181
rabbit,413,1.8181818181818181
rabbit,420,1.8181818181818181
rabbit,435,1.8181818181818181
reindeer,15,20.0
reindeer,21,20.0
reindeer,56,20.0
reindeer,250,20.0
reindeer,311,20.0
sheep,0,0.1834862385321101
sheep,1,0.1834862385321101
sheep,2,0.3669724770642202
sheep,4,3.302752293577982
sheep,7,2.7522935779816518
sheep,9,0.9174311926605505
sheep,11,0.3669724770642202
sheep,13,0.1834862385321101
sheep,14,0.1834862385321101
sheep,17,2.9357798165137616
sheep,18,0.5504587155963303
sheep,19,0.1834862385321101
sheep,20,0.1834862385321101
sheep,21,0.3669724770642202
sheep,22,0.1834862385321101
sheep,25,4.587155963302752
sheep,27,0.7339449541284404
sheep,28,1.2844036697247707
sheep,29,0.1834862385321101
sheep,30,0.1834862385321101
sheep,32,0.1834862385321101
sheep,33,0.1834862385321101
sheep,35,0.5504587155963303
sheep,38,0.3669724770642202
sheep,40,0.1834862385321101
sheep,43,2.9357798165137616
sheep,44,0.1834862385321101
sheep,45,0.9174311926605505
sheep,48,0.5504587155963303
sheep,49,0.3669724770642202
sheep,50,0.1834862385321101
sheep,51,2.385321100917431
sheep,52,0.1834862385321101
sheep,54,0.1834862385321101
sheep,56,2.2018348623853212
sheep,57,0.3669724770642202
sheep,58,0.5504587155963303
sheep,60,0.3669724770642202
sheep,61,0.5504587155963303
sheep,64,0.1834862385321101
sheep,66,0.1834862385321101
sheep,67,1.2844036697247707
sheep,69,0.1834862385321101
sheep,70,0.3669724770642202
sheep,71,0.1834862385321101
sheep,72,0.3669724770642202
sheep,74,0.1834862385321101
sheep,75,0.1834862385321101
sheep,76,0.7339449541284404
sheep,77,0.1834862385321101
sheep,78,0.3669724770642202
sheep,84,0.1834862385321101
sheep,85,0.1834862385321101
sheep,86,0.9174311926605505
sheep,87,0.5504587155963303
sheep,90,0.7339449541284404
sheep,91,0.1834862385321101
sheep,93,0.1834862385321101
sheep,95,0.1834862385321101
sheep,97,0.3669724770642202
sheep,98,0.1834862385321101
sheep,99,0.3669724770642202
sheep,101,0.3669724770642202
sheep,102,0.7339449541284404
sheep,105,1.2844036697247707
sheep,106,0.5504587155963303
sheep,109,0.5504587155963303
sheep,110,0.1834862385321101
sheep,114,0.1834862385321101
sheep,118,0.1834862385321101
sheep,119,0.1834862385321101
sheep,120,0.1834862385321101
sheep,123,0.1834862385321101
sheep,124,0.1834862385321101
sheep,125,0.1834862385321101
sheep,126,0.1834862385321101
sheep,128,0.1834862385321101
sheep,129,0.5504587155963303
sheep,130,0.1834862385321101
sheep,131,0.1834862385321101
sheep,136,0.1834862385321101
sheep,137,0.1834862385321101
sheep,138,0.3669724770642202
sheep,139,0.3669724770642202
sheep,140,0.5504587155963303
sheep,141,0.1834862385321101
sheep,142,0.5504587155963303
sheep,147,0.3669724770642202
sheep,148,0.1834862385321101
sheep,149,0.5504587155963303
sheep,154,0.1834862385321101
sheep,159,0.1834862385321101
sheep,161,0.7339449541284404
sheep,162,0.1834862385321101
sheep,165,0.1834862385321101
sheep,168,0.1834862385321101
sheep,169,0.3669724770642202
sheep,170,0.3669724770642202
sheep,171,0.3669724770642202
sheep,175,7.155963302752294
sheep,177,0.1834862385321101
sheep,179,0.3669724770642202
sheep,180,0.1834862385321101
sheep,181,0.1834862385321101
sheep,182,0.1834862385321101
sheep,183,0.3669724770642202
sheep,184,1.651376146788991
sheep,185,3.853211009174312
sheep,186,0.1834862385321101
sheep,189,0.1834862385321101
sheep,190,0.3669724770642202
sheep,191,0.1834862385321101
sheep,194,0.1834862385321101
sheep,196,0.3669724770642202
sheep,197,0.1834862385321101
sheep,198,0.1834862385321101
sheep,200,0.1834862385321101
sheep,203,0.1834862385321101
sheep,204,0.1834862385321101
sheep,205,0.1834862385321101
sheep,206,0.1834862385321101
sheep,207,0.5504587155963303
sheep,209,0.1834862385321101
sheep,210,0.1834862385321101
sheep,211,0.1834862385321101
sheep,212,0.1834862385321101
sheep,216,0.1834862385321101
sheep,218,0.1834862385321101
sheep,220,0.1834862385321101
sheep,223,0.1834862385321101
sheep,225,0.1834862385321101
sheep,226,0.1834862385321101
sheep,227,0.1834862385321101
sheep,228,0.1834862385321101
sheep,229,0.1834862385321101
sheep,234,0.1834862385321101
sheep,236,0.5504587155963303
sheep,237,0.1834862385321101
sheep,238,0.1834862385321101
sheep,240,0.1834862385321101
sheep,241,0.1834862385321101
sheep,242,0.1834862385321101
sheep,245,0.1834862385321101
sheep,247,0.1834862385321101
sheep,248,0.1834862385321101
sheep,250,0.1834862385321101
sheep,251,0.1834862385321101
sheep,257,0.7339449541284404
sheep,261,0.3669724770642202
sheep,263,0.1834862385321101
sheep,266,1.651376146788991
sheep,267,0.1834862385321101
sheep,268,0.3669724770642202
sheep,275,0.1834862385321101
sheep,276,0.1834862385321101
sheep,282,0.1834862385321101
sheep,286,0.3669724770642202
sheep,287,0.1834862385321101
sheep,290,0.1834862385321101
sheep,293,0.1834862385321101
sheep,294,0.1834862385321101
sheep,295,0.1834862385321101
sheep,296,0.1834862385321101
sheep,298,0.1834862385321101
sheep,299,0.5504587155963303
sheep,301,0.1834862385321101
sheep,303,0.1834862385321101
sheep,305,0.1834862385321101
sheep,307,0.1834862385321101
sheep,308,0.1834862385321101
sheep,309,0.3669724770642202
sheep,312,0.9174311926605505
sheep,315,0.1834862385321101
sheep,322,0.1834862385321101
sheep,331,0.5504587155963303
sheep,332,0.1834862385321101
sheep,333,0.3669724770642202
sheep,337,0.1834862385321101
sheep,341,0.1834862385321101
sheep,342,0.1834862385321101
sheep,347,0.1834862385321101
sheep,348,0.1834862385321101
sheep,353,0.1834862385321101
sheep,358,0.1834862385321101
sheep,361,0.1834862385321101
sheep,362,0.1834862385321101
sheep,365,0.1834862385321101
sheep,369,0.1834862385321101
sheep,372,0.1834862385321101
sheep,375,0.1834862385321101
sheep,377,0.1834862385321101
sheep,383,0.1834862385321101
sheep,385,0.1834862385321101
sheep,390,0.5504587155963303
sheep,394,5.688073394495413
sheep,395,0.1834862385321101
sheep,396,0.3669724770642202
sheep,398,0.3669724770642202
sheep,399,0.1834862385321101
sheep,401,0.1834862385321101
sheep,403,0.1834862385321101
sheep,407,0.1834862385321101
sheep,412,0.1834862385321101
sheep,413,0.1834862385321101
sheep,414,0.3669724770642202
sheep,422,0.7339449541284404
sheep,424,0.1834862385321101
sheep,426,0.1834862385321101
sheep,428,0.1834862385321101
sheep,430,0.1834862385321101
sheep,432,0.1834862385321101
sheep,438,0.3669724770642202
sika deer,21,20.0
sika deer,22,20.0
sika deer,56,20.0
sika deer,250,20.0
sika deer,311,20.0
tiger,0,3.3333333333333335
tiger,4,3.3333333333333335
tiger,6,3.3333333333333335
tiger,25,6.666666666666667
tiger,43,3.3333333333333335
tiger,56,3.3333333333333335
tiger,90,3.3333333333333335
tiger,106,3.3333333333333335
tiger,113,3.3333333333333335
tiger,140,3.3333333333333335
tiger,169,3.3333333333333335
tiger,175,3.3333333333333335
tiger,183,3.3333333333333335
tiger,190,3.3333333333333335
tiger,225,3.3333333333333335
tiger,255,3.3333333333333335
tiger,260,3.3333333333333335
tiger,266,3.3333333333333335
tiger,295,3.3333333333333335
tiger,333,6.666666666666667
tiger,347,3.3333333333333335
tiger,394,10.0
tiger,396,3.3333333333333335
tiger,412,3.3333333333333335
tiger,422,3.3333333333333335
tiger,426,3.3333333333333335
unknown,0,0.10101010101010101
unknown,1,0.20202020202020202
unknown,2,0.5050505050505051
unknown,3,0.5050505050505051
unknown,4,3.6363636363636362
unknown,5,0.20202020202020202
unknown,6,0.20202020202020202
unknown,7,2.1212121212121215
unknown,8,0.30303030303030304
unknown,9,1.8181818181818181
unknown,10,0.30303030303030304
unknown,12,0.20202020202020202
unknown,13,0.40404040404040403
unknown,14,0.40404040404040403
unknown,15,0.10101010101010101
unknown,16,0.20202020202020202
unknown,17,4.242424242424243
unknown,18,0.5050505050505051
unknown,19,0.30303030303030304
unknown,21,0.6060606060606061
unknown,22,0.30303030303030304
unknown,23,0.20202020202020202
unknown,24,0.20202020202020202
unknown,25,1.2121212121212122
unknown,27,0.8080808080808081
unknown,28,0.10101010101010101
unknown,29,0.10101010101010101
unknown,30,0.40404040404040403
unknown,31,0.30303030303030304
unknown,32,0.7070707070707071
unknown,33,0.10101010101010101
unknown,34,0.40404040404040403
unknown,35,1.0101010101010102
unknown,37,0.30303030303030304
unknown,38,0.6060606060606061
unknown,39,0.10101010101010101
unknown,40,0.20202020202020202
unknown,41,0.40404040404040403
unknown,42,0.40404040404040403
unknown,43,1.6161616161616161
unknown,44,0.10101010101010101
unknown,45,0.20202020202020202
unknown,46,0.20202020202020202
unknown,47,0.10101010101010101
unknown,49,1.6161616161616161
unknown,50,0.10101010101010101
unknown,51,0.6060606060606061
unknown,53,0.5050505050505051
unknown,56,1.6161616161616161
unknown,57,0.20202020202020202
unknown,58,0.10101010101010101
unknown,59,0.10101010101010101
unknown,60,0.5050505050505051
unknown,62,0.10101010101010101
unknown,63,0.30303030303030304
unknown,64,0.10101010101010101
unknown,65,0.10101010101010101
unknown,66,0.20202020202020202
unknown,67,0.40404040404040403
unknown,68,0.10101010101010101
unknown,69,0.20202020202020202
unknown,70,0.20202020202020202
unknown,72,0.20202020202020202
unknown,73,0.5050505050505051
unknown,74,0.10101010101010101
unknown,75,0.10101010101010101
unknown,76,0.6060606060606061
unknown,77,0.10101010101010101
unknown,78,0.20202020202020202
unknown,79,0.30303030303030304
unknown,80,0.20202020202020202
unknown,81,0.10101010101010101
unknown,83,0.20202020202020202
unknown,84,0.30303030303030304
unknown,85,0.10101010101010101
unknown,86,3.6363636363636362
unknown,87,1.3131313131313131
unknown,88,0.10101010101010101
unknown,89,0.20202020202020202
unknown,90,0.20202020202020202
unknown,91,0.20202020202020202
unknown,92,0.20202020202020202
unknown,93,0.10101010101010101
unknown,94,0.30303030303030304
unknown,95,2.9292929292929295
unknown,96,0.10101010101010101
unknown,97,0.40404040404040403
unknown,98,0.10101010101010101
unknown,99,0.20202020202020202
unknown,102,2.1212121212121215
unknown,103,0.20202020202020202
unknown,104,0.20202020202020202
unknown,105,0.6060606060606061
unknown,106,0.10101010101010101
unknown,107,0.5050505050505051
unknown,108,0.20202020202020202
unknown,109,0.20202020202020202
unknown,110,0.30303030303030304
unknown,112,0.10101010101010101
unknown,115,0.10101010101010101
unknown,116,0.10101010101010101
unknown,117,0.10101010101010101
unknown,120,0.10101010101010101
unknown,121,0.10101010101010101
unknown,127,0.10101010101010101
unknown,128,0.20202020202020202
unknown,129,0.20202020202020202
unknown,132,0.30303030303030304
unknown,133,0.10101010101010101
unknown,134,0.10101010101010101
unknown,135,0.20202020202020202
unknown,136,0.10101010101010101
unknown,138,0.10101010101010101
unknown,140,0.10101010101010101
unknown,141,0.10101010101010101
unknown,142,0.30303030303030304
unknown,144,0.20202020202020202
unknown,145,0.20202020202020202
unknown,146,0.20202020202020202
unknown,148,0.5050505050505051
unknown,149,0.20202020202020202
unknown,150,0.20202020202020202
unknown,151,0.30303030303030304
unknown,152,0.5050505050505051
unknown,153,0.10101010101010101
unknown,155,0.20202020202020202
unknown,156,0.10101010101010101
unknown,157,0.10101010101010101
unknown,158,0.10101010101010101
unknown,160,0.40404040404040403
unknown,162,0.10101010101010101
unknown,163,0.10101010101010101
unknown,164,0.10101010101010101
unknown,166,0.30303030303030304
unknown,167,0.10101010101010101
unknown,168,0.6060606060606061
unknown,169,0.10101010101010101
unknown,170,0.10101010101010101
unknown,171,0.10101010101010101
unknown,172,0.10101010101010101
unknown,173,0.10101010101010101
unknown,174,0.20202020202020202
unknown,175,5.95959595959596
unknown,176,0.10101010101010101
unknown,178,0.10101010101010101
unknown,179,0.10101010101010101
unknown,182,0.10101010101010101
unknown,183,0.10101010101010101
unknown,184,0.40404040404040403
unknown,185,4.040404040404041
unknown,187,0.20202020202020202
unknown,188,0.5050505050505051
unknown,192,0.20202020202020202
unknown,193,0.30303030303030304
unknown,195,0.6060606060606061
unknown,196,0.40404040404040403
unknown,199,0.10101010101010101
unknown,201,0.10101010101010101
unknown,202,0.10101010101010101
unknown,204,0.10101010101010101
unknown,206,0.10101010101010101
unknown,208,0.10101010101010101
unknown,210,0.30303030303030304
unknown,212,0.30303030303030304
unknown,213,0.30303030303030304
unknown,214,0.20202020202020202
unknown,215,0.10101010101010101
unknown,217,0.10101010101010101
unknown,218,0.10101010101010101
unknown,219,0.10101010101010101
unknown,221,0.10101010101010101
unknown,222,0.10101010101010101
unknown,223,0.10101010101010101
unknown,224,0.10101010101010101
unknown,229,0.10101010101010101
unknown,231,0.10101010101010101
unknown,232,0.10101010101010101
unknown,233,0.10101010101010101
unknown,235,0.10101010101010101
unknown,236,0.20202020202020202
unknown,242,0.10101010101010101
unknown,243,0.10101010101010101
unknown,244,0.10101010101010101
unknown,246,0.10101010101010101
unknown,249,0.20202020202020202
unknown,250,0.10101010101010101
unknown,252,0.10101010101010101
unknown,253,0.10101010101010101
unknown,254,0.10101010101010101
unknown,256,0.10101010101010101
unknown,258,0.10101010101010101
unknown,259,0.10101010101010101
unknown,261,0.10101010101010101
unknown,262,0.10101010101010101
unknown,265,0.10101010101010101
unknown,266,2.0202020202020203
unknown,268,2.4242424242424243
unknown,269,0.10101010101010101
unknown,270,0.10101010101010101
unknown,271,0.10101010101010101
unknown,273,0.10101010101010101
unknown,274,0.10101010101010101
unknown,277,0.10101010101010101
unknown,279,0.10101010101010101
unknown,280,0.20202020202020202
unknown,283,0.10101010101010101
unknown,284,0.10101010101010101
unknown,285,0.10101010101010101
unknown,288,0.10101010101010101
unknown,291,0.10101010101010101
unknown,292,0.10101010101010101
unknown,293,0.5050505050505051
unknown,294,0.10101010101010101
unknown,297,0.10101010101010101
unknown,300,0.10101010101010101
unknown,302,0.10101010101010101
unknown,306,0.10101010101010101
unknown,307,0.20202020202020202
unknown,310,0.10101010101010101
unknown,311,0.10101010101010101
unknown,312,2.4242424242424243
unknown,313,0.10101010101010101
unknown,314,0.10101010101010101
unknown,316,1.2121212121212122
unknown,318,0.10101010101010101
unknown,320,0.5050505050505051
unknown,321,0.20202020202020202
unknown,323,0.10101010101010101
unknown,325,0.10101010101010101
unknown,326,0.20202020202020202
unknown,327,0.10101010101010101
unknown,329,0.10101010101010101
unknown,331,0.40404040404040403
unknown,335,0.10101010101010101
unknown,336,0.10101010101010101
unknown,338,0.10101010101010101
unknown,339,0.10101010101010101
unknown,340,0.10101010101010101
unknown,342,0.10101010101010101
unknown,343,0.30303030303030304
unknown,344,0.10101010101010101
unknown,345,0.10101010101010101
unknown,346,0.10101010101010101
unknown,349,0.10101010101010101
unknown,350,0.10101010101010101
unknown,352,0.10101010101010101
unknown,356,0.10101010101010101
unknown,357,0.10101010101010101
unknown,359,0.6060606060606061
unknown,361,0.10101010101010101
unknown,364,0.10101010101010101
unknown,366,0.20202020202020202
unknown,367,0.10101010101010101
unknown,370,0.10101010101010101
unknown,372,0.10101010101010101
unknown,373,0.20202020202020202
unknown,374,0.10101010101010101
unknown,375,0.10101010101010101
unknown,376,0.10101010101010101
unknown,377,0.10101010101010101
unknown,379,0.10101010101010101
unknown,381,0.10101010101010101
unknown,382,0.10101010101010101
unknown,384,0.10101010101010101
unknown,387,0.10101010101010101
unknown,388,0.20202020202020202
unknown,389,0.10101010101010101
unknown,390,0.20202020202020202
unknown,391,0.10101010101010101
unknown,392,0.20202020202020202
unknown,393,0.10101010101010101
unknown,394,0.6060606060606061
unknown,397,0.10101010101010101
unknown,400,0.10101010101010101
unknown,402,0.10101010101010101
unknown,403,0.6060606060606061
unknown,405,0.10101010101010101
unknown,406,0.10101010101010101
unknown,408,0.10101010101010101
unknown,409,0.10101010101010101
unknown,410,0.10101010101010101
unknown,413,0.8080808080808081
unknown,415,0.10101010101010101
unknown,416,0.10101010101010101
unknown,418,0.10101010101010101
unknown,420,0.10101010101010101
unknown,421,0.10101010101010101
unknown,422,0.40404040404040403
unknown,427,0.10101010101010101
unknown,429,0.10101010101010101
unknown,430,0.20202020202020202
unknown,431,0.10101010101010101
unknown,435,0.10101010101010101
unknown,436,0.10101010101010101
unknown,438,0.10101010101010101
wapiti,21,20.0
wapiti,22,20.0
wapiti,56,20.0
wapiti,250,20.0
wapiti,311,20.0
white tailed deer,15,20.0
white tailed deer,21,20.0
white tailed deer,56,20.0
white tailed deer,250,20.0
white tailed deer,311,20.0
wolf,43,20.0
wolf,48,20.0
wolf,141,20.0
wolf,330,20.0
wolf,394,20.0
